Transaction_id,Sender,Receiver,Amount,Currency,Country,Transaction Type,Description,Date,Transaction Flow,Is_Suspicious,Suspicion Category
f4252262-b541-4e73-935e-1d8d760cc2ad,Royal International GmbH,Continental Global S.A.,9129.22,JPY,United States,WIRE,"Organizational restructuring - Project: ORG-2025-6673, Invoice: STRC-2025086673",2023-06-19,Internal,False,Normal
acaef619-ac97-48d9-a2fb-b497d780ffd6,Alpha Finance LLC,Premier European Trading,6347.54,GBP,United Kingdom,WIRE,"Freight handling - FH-2025-1045, Inv: HAND-2025081045",2023-10-15,Internal,False,Normal
5971bfed-b13a-4ef2-b90b-9989da736d44,New Western International,Global Energy Corp,5169.48,CHF,United Kingdom,WIRE,"Solar cleaning - SPC-2025-5702, Inv: CLEAN-2025085702",2023-10-20,Internal,False,Normal
4dabe678-7ee7-4ec7-9035-834c780cd925,Summit Services AG,Royal International AG,4229.88,USD,United Kingdom,WIRE,Extended license contract: Invoice 2025027988 / License No: SFTX-2025-7988,2023-02-17,Internal,False,Normal
23d77581-8d7d-4117-b488-e3347ac05651,RIO ASSOCIATES INVESTORS INC.,Universal Development B.V.,4157.52,USD,United States,WIRE,"Fuel purchase contract - FUEL-2025-5174, InvRef OIL-2025045174",2023-11-08,Internal,False,Normal
730004e5-5290-45b4-ad83-148ae0934229,Western Ventures GmbH,Continental Solutions LLC,4222.56,USD,Germany,WIRE,"Smart grid upgrade - SGU-2025-4529, Inv: UPG-2025074529",2023-02-10,Internal,False,Normal
0f800dc0-35b9-4832-8afa-5fd1c0659904,New Asia Group,Universal Finance Inc,8313.99,JPY,United States,WIRE,"Fleet inspection - FI-2025-2728, Inv: INSP-2025042728",2023-04-19,Internal,False,Normal
d06622c3-e742-477a-8f04-26034c79ef94,Delta Maritime Inc,Pacific Partners Limited,6275.71,CHF,United Kingdom,WIRE,"Solar install fee - SIF-2025-6435, Inv: SOLAR-2025086435",2023-12-12,Internal,False,Normal
673022e0-de55-4fd1-b198-ea8030fb60ec,Elite Holdings S.A.,First Atlantic Partners,7453.18,USD,Germany,WIRE,"Database replication setup - DB ID: REPL-2025-9106, Invoice: DBREP-2025119106",2023-08-18,Internal,False,Normal
a0721bfa-0ddc-4d9a-bf73-c9a183f355a6,Southern International AG,World Services Limited,5010.76,JPY,Germany,WIRE,"Diagnostic center service - DCS-2025-9810, Inv: CENT-2025019810",2023-10-04,Internal,False,Normal
18ec71be-5435-466a-a35a-59a2aaa7af47,Universal Trade S.A.,Northern Capital Ltd,1713.58,JPY,Germany,WIRE,"Store display update - SDU-2025-3799, Inv DISP-2025083799",2023-01-25,Internal,False,Normal
77638ac0-82a3-472f-9736-d0590f0c8e3a,World Energy Inc,World Logistics S.A.,3333.02,CHF,Germany,WIRE,"Lab equipment supply - LEQS-2025-4694, Inv: SUPL-2025124694",2023-06-18,Internal,False,Normal
c61df8bd-8e9a-4b43-b38e-b7251d0cb585,Beta Services Inc,Global Development Ltd,5894.4,EUR,United States,WIRE,"Strategy execution - SE-2025-7347, Inv: EXEC-2025037347",2023-06-25,Internal,False,Normal
8de1b224-5c51-467a-b6b6-99145a6af8d3,Prime Energy S.A.,Southern Solutions Pte Ltd,2902.83,GBP,United Kingdom,WIRE,"Microservice container maintenance - Container ID: MSC-2025-1089, Invoice: DOCKER-2025011089",2023-02-10,Internal,False,Normal
