Transaction_id,Sender,Receiver,Amount,Currency,Country,Transaction Type,Description,Date,Transaction Flow,Is_Suspicious,Suspicion Category
8e2a8da6-59d6-4aff-8f63-8eff5ecab86d,Summit Development Inc,Delta Trading Corp,8143.71,CHF,Germany,WIRE,"Nightclub sound system hire - NSH-2025-3770, Inv: HIRE-2025123770",2023-07-31,Internal,False,Normal
cb23b9dc-0183-45d8-85bc-31afe5be9298,Eastern Investments Limited,Delta Holdings AG,8942.61,USD,United Kingdom,WIRE,"Plant maintenance - PM-2025-7992, Inv: PMNT-2025047992",2023-11-23,Internal,False,Normal
7cf6b3ce-3c06-4cd4-b955-17780958681f,Premier Western Partners,European Solutions Ltd,2091.65,EUR,United States,WIRE,"Machine spare parts => SPT-2025098276, MSP-2025-8276",2023-01-15,Internal,False,Normal
c8841ee0-4bb2-432c-b165-5d0be502ea15,Eastern Investments Limited,Northern Holdings Ltd,9348.38,GBP,United Kingdom,WIRE,"Waste management service - WMS-2025-1958, Inv: WASTE-2025101958",2023-03-06,Internal,False,Normal
4a8bbce1-b0d9-4f23-9bf2-fe13e0183c2f,First Atlantic Ventures,Continental Global LLC,5853.58,CHF,Germany,WIRE,"Elevator installation - EI-2025-5561, Inv: INST-2025125561",2023-06-03,Internal,False,Normal
83a1b59f-9b00-46e7-a8e3-9cc304a2e3a7,Eastern Investments Limited,First Northern Solutions,8318.51,GBP,Germany,WIRE,"Equipment leasing - ELS-2025-5142, Inv: LEASE-2025015142",2023-05-09,Internal,False,Normal
7b6eedf4-9c82-4aa1-8424-061587334cf7,Omega Development LLC,Delta Solutions LLC,1313.36,EUR,United States,WIRE,"Passenger drop-off fee - PDF-2025-7780, Inv: DROP-2025127780",2023-01-25,Internal,False,Normal
be91499c-835e-4d2e-aa3f-38d3df34af36,New Northern International,Beta Solutions Corp,9577.04,EUR,Germany,WIRE,"Prod line setup => LINE-2025022343, project PRD-2343-2025",2023-11-22,Internal,False,Normal
d86709fb-ef04-4187-9d3f-3d4d5a151357,Southern Group Limited,Asia Group Ltd,4610.05,JPY,United Kingdom,WIRE,"5G upgrade fee - 5GUF-2025-4813, Inv: UPGR-2025034813",2023-09-03,Internal,False,Normal
0d955d9e-5bbc-45f0-bfa8-f96276770105,New Northern International,First European Global,2700.2,JPY,Germany,WIRE,"Tooling maintenance - TLM-2025-9316, Inv: TOOL-2025019316",2023-10-02,Internal,False,Normal
c77b7ddb-ad93-4f5c-a6f3-b067ddf4967e,Global Development S.A.,New Continental Partners,8434.34,USD,Germany,WIRE,"Machinery upgrade review - MUR-2025-3713, Inv: UPGREV-2025123713",2023-06-23,Internal,False,Normal
09a23b0f-a1a4-40a4-87ee-c20fdb49b548,Eastern Investments Limited,Premier International Partners,3626.64,EUR,United Kingdom,WIRE,"Machine repair service - MRS-2025-6389, Inv: REP-2025096389",2023-03-26,Internal,False,Normal
28e67efe-5185-45d5-9285-7cc8616b844c,Universal Maritime Pte Ltd,World Services AG,9276.85,CHF,United Kingdom,WIRE,"Excavation service - EXC-2025-4995, BillRef DIG-2025114995",2023-12-26,Internal,False,Normal
ee37e07e-a406-4239-9bb5-33f5afe0c281,Premier Western Partners,Northern Capital Inc,2343.2,EUR,United States,WIRE,"Industrial supplies - Order: IND-2025-8071, Invoice: SUP-2025098071",2023-04-08,Internal,False,Normal
0cb444aa-553d-4c46-a2ee-6c5713762098,Premier Continental Partners,Universal Logistics AG,3643.93,CHF,United States,WIRE,"Packaging line check - PLC-2025-3980, Inv: PACKCHK-2025113980",2023-01-03,Internal,False,Normal
d90d3ef9-3d7b-43b1-bbfd-046fbe3260d4,Premier Continental Partners,Global Consulting Pte Ltd,1377.58,JPY,United Kingdom,WIRE,"Safety equipment order - SEP-2025-8056, Inv: SAFEQ-2025088056",2023-10-01,Internal,False,Normal
c4d9b65c-7cd9-4ec1-b1e8-7d594eb1cc8f,Delta Resources Corp,International Capital GmbH,1593.08,GBP,United States,WIRE,"Safety inspection - PSI-2025-4205, Inv: SAFE-2025094205",2023-05-20,Internal,False,Normal
