Transaction_id,Sender,Receiver,Amount,Currency,Country,Transaction Type,Description,Date,Transaction Flow,Is_Suspicious,Suspicion Category
6854a388-2332-4c73-aa5b-a6d7992e21da,Southern Trading AG,Crown Ventures B.V.,5964.39,GBP,United Kingdom,WIRE,"Investment advisory services - Portfolio: INV-2025-1992, Invoice: ADV-2025071992",2023-08-24,Internal,False,Normal
3aba4c9a-23d1-49a9-be9d-1e05deddd5ff,MRT INVESTMENTS LIMITED,Royal Trading B.V.,4099.31,GBP,United Kingdom,WIRE,"Strategy adv? Matter STR-2025-7976, invoice ADV-2025057976",2023-04-20,Internal,False,Normal
7aec14a3-9fea-4e71-9e6e-f2692044b9ac,Western Investments LLC,New European Trading,9579.38,USD,United Kingdom,WIRE,"Healthcare audit - HCA-2025-2472, Inv: AUDIT-2025102472",2023-06-11,Internal,False,Normal
bbe1ddcb-35a9-4b9b-b106-a94bdf26511b,Delta Logistics Corp,Beta Consulting AG,8265.79,JPY,United States,WIRE,"Masonry cleanup - MC-2025-9781, Inv: CLEAN-2025039781",2023-08-09,Internal,False,Normal
dacc60ad-6f9e-48d9-b5bb-217b161fc9d2,Asia Trading B.V.,Atlantic Partners AG,7773.34,CHF,Germany,WIRE,"Equipment lease arrangement - EQLEASE-2025-8489, Invoice ENG-2025018489",2023-05-29,Internal,False,Normal
fb1fc6c4-8d69-4405-898f-89ea3fa70d6b,Delta Logistics Corp,Prime Ventures AG,8216.05,CHF,United States,WIRE,"Excavation service - EXC-2025-9687, BillRef DIG-2025069687",2023-03-28,Internal,False,Normal
1c805611-32d3-4042-a86a-c452b7259f33,First Southern Investments,Prime Resources AG,3917.72,JPY,United States,WIRE,"Syndicated loan fee - SLOAN-2025-4215, Inv: SYND-2025064215",2023-12-27,Internal,False,Normal
40f1fc87-b964-475a-90a8-91583cdcf768,Southern Trading AG,Crown Energy Inc,3403.13,JPY,United Kingdom,WIRE,"Capital raising fee - CRF-2025-7307, Inv: RAIS-2025057307",2023-06-19,Internal,False,Normal
b1f94a05-70ad-40d7-bfdd-1245a20ba152,Western Partners Ltd,Alpha Partners LLC,4767.9,GBP,United Kingdom,WIRE,"Banquet hall AV rental - AV-2025-5839, docNo MEDIA-2025065839",2023-05-31,Internal,False,Normal
bd928eea-5b84-4dd0-869f-e904a615b976,Pacific Solutions S.A.,Eastern Trading S.A.,8152.49,JPY,Germany,WIRE,"Capital structure advisory - CSA-2025-1627, Inv: CAPADV-2025021627",2023-10-30,Internal,False,Normal
a05ccd2d-0ce4-43bd-b0ab-72f6c00ad8bb,New Continental Partners,Prime Trade B.V.,4472.11,GBP,Germany,WIRE,"Software license patch - License No: PCH-2025-4399, Invoice: LICPATCH-2025094399",2023-08-09,Internal,False,Normal
